Entry,Catalytic activity
P0DXJ5,"CATALYTIC ACTIVITY: Reaction=17-O-acetylnorajmaline + H2O = norajmaline + acetate + H(+); Xref=Rhea:RHEA:23796, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30089, ChEBI:CHEBI:77618, ChEBI:CHEBI:77725; EC=3.1.1.80; Evidence={ECO:0000269|PubMed:38212296}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:23797; Evidence={ECO:0000269|PubMed:38212296}; CATALYTIC ACTIVITY: Reaction=17-O-acetylajmaline + H2O = ajmaline + acetate + H(+); Xref=Rhea:RHEA:22124, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30089, ChEBI:CHEBI:58567, ChEBI:CHEBI:58679; EC=3.1.1.80; Evidence={ECO:0000250|UniProtKB:Q3MKY2}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:22125; Evidence={ECO:0000250|UniProtKB:Q3MKY2};"
P0DXJ6,"CATALYTIC ACTIVITY: Reaction=tyramine + reduced [NADPH--hemoprotein reductase] + O2 = dopamine + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:80963, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:59905, ChEBI:CHEBI:327995; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:80964; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3-methoxytyramine + reduced [NADPH--hemoprotein reductase] + O2 = 3,4-dihydroxy-5-methoxyphenethylamine + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:80967, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:192089, ChEBI:CHEBI:231763; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:80968; Evidence={ECO:0000269|PubMed:38835170};"
P0DXJ7,"CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = 4-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81047, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:192993; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81048; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-methionine = 3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81051, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231763, ChEBI:CHEBI:231769; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81052; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = mescaline + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81055, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231762, ChEBI:CHEBI:231769; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81056; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = mescaline + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81059, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231762, ChEBI:CHEBI:231768; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81060; Evidence={ECO:0000269|PubMed:38835170};"
P0DXJ8,"CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = 4-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81047, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:192993; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81048; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-methionine = 3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81051, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231763, ChEBI:CHEBI:231769; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81052; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3-hydroxy-4,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = mescaline + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81055, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231762, ChEBI:CHEBI:231769; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81056; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-methionine = mescaline + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81059, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231762, ChEBI:CHEBI:231768; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81060; Evidence={ECO:0000269|PubMed:38835170};"
P0DXJ9,"CATALYTIC ACTIVITY: Reaction=dopamine + S-adenosyl-L-methionine = 3-methoxytyramine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:72255, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:59905, ChEBI:CHEBI:192089; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:72256; Evidence={ECO:0000269|PubMed:38835170}; CATALYTIC ACTIVITY: Reaction=3,4-dihydroxy-5-methoxyphenethylamine + S-adenosyl-L-methionine = 4-hydroxy-3,5-dimethoxyphenethylamine + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81043, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231763, ChEBI:CHEBI:231768; Evidence={ECO:0000269|PubMed:38835170}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81044; Evidence={ECO:0000269|PubMed:38835170};"
P0DXN8,"CATALYTIC ACTIVITY: Reaction=NAD(+) + H2O = ADP-D-ribose + nicotinamide + H(+); Xref=Rhea:RHEA:16301, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17154, ChEBI:CHEBI:57540, ChEBI:CHEBI:57967; EC=3.2.2.5; Evidence={ECO:0000269|PubMed:36192536, ECO:0000269|PubMed:38538592, ECO:0000269|PubMed:38555355, ECO:0000269|PubMed:38729958, ECO:0000269|PubMed:39039073, ECO:0000269|PubMed:39059542}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:16302; Evidence={ECO:0000269|PubMed:36192536, ECO:0000269|PubMed:38538592, ECO:0000269|PubMed:38555355, ECO:0000269|PubMed:38729958, ECO:0000269|PubMed:39039073, ECO:0000269|PubMed:39059542};"
P0DXU5,"CATALYTIC ACTIVITY: Reaction=daunorubicin(in) + ATP + H2O = daunorubicin(out) + ADP + phosphate + H(+); Xref=Rhea:RHEA:33147, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:64677, ChEBI:CHEBI:456216; EC=7.6.2.2; Evidence={ECO:0000305|PubMed:39375957}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33148; Evidence={ECO:0000305|PubMed:39375957};"
P0DXU7,"CATALYTIC ACTIVITY: Reaction=daunorubicin(in) + ATP + H2O = daunorubicin(out) + ADP + phosphate + H(+); Xref=Rhea:RHEA:33147, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:64677, ChEBI:CHEBI:456216; EC=7.6.2.2; Evidence={ECO:0000305|PubMed:39375957}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33148; Evidence={ECO:0000305|PubMed:39375957};"
P0DXU9,"CATALYTIC ACTIVITY: Reaction=a 14alpha-methyl steroid + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = a Delta(14) steroid + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:54028, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:138029, ChEBI:CHEBI:138031; EC=1.14.14.154; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:54029; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; CATALYTIC ACTIVITY: Reaction=a 14alpha-methyl steroid + reduced [NADPH--hemoprotein reductase] + O2 = a 14alpha-hydroxymethyl steroid + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:68060, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:138029, ChEBI:CHEBI:176901; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:68061; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=a 14alpha-hydroxymethyl steroid + reduced [NADPH--hemoprotein reductase] + O2 = a 14alpha-formyl steroid + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+); Xref=Rhea:RHEA:68064, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:176901, ChEBI:CHEBI:176902; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:68065; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=a 14alpha-formyl steroid + reduced [NADPH--hemoprotein reductase] + O2 = a Delta(14) steroid + formate + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+); Xref=Rhea:RHEA:68068, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:138031, ChEBI:CHEBI:176902; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:68069; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=lanosterol + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:25286, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:16521, ChEBI:CHEBI:17813, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210; EC=1.14.14.154; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:25287; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; CATALYTIC ACTIVITY: Reaction=lanosterol + reduced [NADPH--hemoprotein reductase] + O2 = 32-hydroxylanosterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:75103, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:16521, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:166806; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75104; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-hydroxylanosterol + reduced [NADPH--hemoprotein reductase] + O2 = 32-oxolanosterol + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+); Xref=Rhea:RHEA:75107, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:166681, ChEBI:CHEBI:166806; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75108; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-oxolanosterol + reduced [NADPH--hemoprotein reductase] + O2 = 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + formate + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+); Xref=Rhea:RHEA:75111, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:17813, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:166681; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75112; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=eburicol + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = 14-demethyleburicol + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:75439, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:70315, ChEBI:CHEBI:194330; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75440; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; CATALYTIC ACTIVITY: Reaction=eburicol + reduced [NADPH--hemoprotein reductase] + O2 = 32-hydroxyeburicol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:75427, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:70315, ChEBI:CHEBI:194328; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75428; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-hydroxyeburicol + reduced [NADPH--hemoprotein reductase] + O2 = 32-oxoeburicol + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+); Xref=Rhea:RHEA:75431, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:194328, ChEBI:CHEBI:194329; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75432; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-oxoeburicol + reduced [NADPH--hemoprotein reductase] + O2 = 14-demethyleburicol + formate + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+); Xref=Rhea:RHEA:75435, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:194329, ChEBI:CHEBI:194330; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75436; Evidence={ECO:0000250|UniProtKB:P10614};"
P0DXV0,"CATALYTIC ACTIVITY: Reaction=a 14alpha-methyl steroid + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = a Delta(14) steroid + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:54028, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:138029, ChEBI:CHEBI:138031; EC=1.14.14.154; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:54029; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; CATALYTIC ACTIVITY: Reaction=a 14alpha-methyl steroid + reduced [NADPH--hemoprotein reductase] + O2 = a 14alpha-hydroxymethyl steroid + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:68060, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:138029, ChEBI:CHEBI:176901; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:68061; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=a 14alpha-hydroxymethyl steroid + reduced [NADPH--hemoprotein reductase] + O2 = a 14alpha-formyl steroid + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+); Xref=Rhea:RHEA:68064, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:176901, ChEBI:CHEBI:176902; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:68065; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=a 14alpha-formyl steroid + reduced [NADPH--hemoprotein reductase] + O2 = a Delta(14) steroid + formate + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+); Xref=Rhea:RHEA:68068, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:138031, ChEBI:CHEBI:176902; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:68069; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=lanosterol + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:25286, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:16521, ChEBI:CHEBI:17813, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210; EC=1.14.14.154; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:25287; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; CATALYTIC ACTIVITY: Reaction=lanosterol + reduced [NADPH--hemoprotein reductase] + O2 = 32-hydroxylanosterol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:75103, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:16521, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:166806; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75104; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-hydroxylanosterol + reduced [NADPH--hemoprotein reductase] + O2 = 32-oxolanosterol + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+); Xref=Rhea:RHEA:75107, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:166681, ChEBI:CHEBI:166806; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75108; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-oxolanosterol + reduced [NADPH--hemoprotein reductase] + O2 = 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + formate + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+); Xref=Rhea:RHEA:75111, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:17813, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:166681; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75112; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=eburicol + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = 14-demethyleburicol + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+); Xref=Rhea:RHEA:75439, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:70315, ChEBI:CHEBI:194330; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75440; Evidence={ECO:0000250|UniProtKB:Q4WNT5}; CATALYTIC ACTIVITY: Reaction=eburicol + reduced [NADPH--hemoprotein reductase] + O2 = 32-hydroxyeburicol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+); Xref=Rhea:RHEA:75427, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:70315, ChEBI:CHEBI:194328; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75428; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-hydroxyeburicol + reduced [NADPH--hemoprotein reductase] + O2 = 32-oxoeburicol + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+); Xref=Rhea:RHEA:75431, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:194328, ChEBI:CHEBI:194329; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75432; Evidence={ECO:0000250|UniProtKB:P10614}; CATALYTIC ACTIVITY: Reaction=32-oxoeburicol + reduced [NADPH--hemoprotein reductase] + O2 = 14-demethyleburicol + formate + oxidized [NADPH--hemoprotein reductase] + H2O + 2 H(+); Xref=Rhea:RHEA:75435, Rhea:RHEA-COMP:11964, Rhea:RHEA-COMP:11965, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:15740, ChEBI:CHEBI:57618, ChEBI:CHEBI:58210, ChEBI:CHEBI:194329, ChEBI:CHEBI:194330; Evidence={ECO:0000250|UniProtKB:P10614}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:75436; Evidence={ECO:0000250|UniProtKB:P10614};"
P0DXV1,"CATALYTIC ACTIVITY: Reaction=desmethylrestrictinol + S-adenosyl-L-methionine = restrictinol + S-adenosyl-L-homocysteine + H(+); Xref=Rhea:RHEA:81531, ChEBI:CHEBI:15378, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:231922, ChEBI:CHEBI:231923; Evidence={ECO:0000305|PubMed:39105744}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81532; Evidence={ECO:0000305|PubMed:39105744};"
P0DXV3,"CATALYTIC ACTIVITY: Reaction=restrictinol + glycine + H(+) = restricticin + H2O; Xref=Rhea:RHEA:81535, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:57305, ChEBI:CHEBI:231923, ChEBI:CHEBI:231924; Evidence={ECO:0000305|PubMed:39105744}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:81536; Evidence={ECO:0000305|PubMed:39105744};"
